plant,district,date,year,month,pipe_bursts,elevated,elevated_next,predicted,split
KG BANTAL,JERANTUT,2025-09-01,2025,9,1,0,0,0.15857293950045404,test
KG BANTAL,JERANTUT,2025-10-01,2025,10,1,0,0,0.18409894587994224,test
KG BANTAL,JERANTUT,2025-11-01,2025,11,1,0,0,0.2017068484241161,test
KOTA GELANGGI,JERANTUT,2023-01-01,2023,1,2,1,0,0.5639965526766726,train
KOTA GELANGGI,JERANTUT,2023-02-01,2023,2,1,0,0,0.6142540693172256,train
KOTA GELANGGI,JERANTUT,2023-03-01,2023,3,1,0,1,0.7169597273965597,train
KOTA GELANGGI,JERANTUT,2023-04-01,2023,4,3,1,1,0.7607353197231654,train
KOTA GELANGGI,JERANTUT,2023-05-01,2023,5,2,1,1,0.7763383440969075,train
KOTA GELANGGI,JERANTUT,2023-06-01,2023,6,2,1,1,0.7607046202816166,train
KOTA GELANGGI,JERANTUT,2023-07-01,2023,7,3,1,0,0.50344615834858,train
KOTA GELANGGI,JERANTUT,2023-08-01,2023,8,1,0,0,0.6254215821829556,train
KOTA GELANGGI,JERANTUT,2023-09-01,2023,9,1,0,1,0.8139004239414931,train
KOTA GELANGGI,JERANTUT,2023-10-01,2023,10,2,1,1,0.7911801738834722,train
KOTA GELANGGI,JERANTUT,2023-11-01,2023,11,2,1,0,0.5871275554437942,train
KOTA GELANGGI,JERANTUT,2023-12-01,2023,12,1,0,1,0.7470682764081693,train
KOTA GELANGGI,JERANTUT,2024-01-01,2024,1,3,1,0,0.6067644413640878,train
KOTA GELANGGI,JERANTUT,2024-02-01,2024,2,1,0,1,0.7778310188674209,train
KOTA GELANGGI,JERANTUT,2024-03-01,2024,3,3,1,1,0.7325728137207703,train
KOTA GELANGGI,JERANTUT,2024-04-01,2024,4,2,1,1,0.8047746405694598,train
KOTA GELANGGI,JERANTUT,2024-05-01,2024,5,2,1,1,0.7616922771549752,train
KOTA GELANGGI,JERANTUT,2024-06-01,2024,6,2,1,1,0.750767130707079,train
KOTA GELANGGI,JERANTUT,2024-07-01,2024,7,2,1,1,0.7383946829433274,train
KOTA GELANGGI,JERANTUT,2024-08-01,2024,8,2,1,0,0.6156834210298954,train
KOTA GELANGGI,JERANTUT,2024-09-01,2024,9,1,0,1,0.8047924299293545,train
KOTA GELANGGI,JERANTUT,2024-10-01,2024,10,2,1,1,0.7521025174152,train
KOTA GELANGGI,JERANTUT,2024-11-01,2024,11,2,1,1,0.7218146748613589,train
KOTA GELANGGI,JERANTUT,2024-12-01,2024,12,2,1,0,0.6616299666528265,train
KOTA GELANGGI,JERANTUT,2025-01-01,2025,1,1,0,1,0.7440522747864837,train
KOTA GELANGGI,JERANTUT,2025-02-01,2025,2,3,1,1,0.7448250566048609,train
KOTA GELANGGI,JERANTUT,2025-03-01,2025,3,2,1,0,0.5935941133667328,train
KOTA GELANGGI,JERANTUT,2025-04-01,2025,4,1,0,1,0.7611724779356284,train
KOTA GELANGGI,JERANTUT,2025-05-01,2025,5,2,1,1,0.7815842986181402,train
KOTA GELANGGI,JERANTUT,2025-06-01,2025,6,2,1,1,0.7192642636792962,test
KOTA GELANGGI,JERANTUT,2025-07-01,2025,7,3,1,1,0.6557854676118947,test
KOTA GELANGGI,JERANTUT,2025-08-01,2025,8,2,1,1,0.7101219106132963,test
KOTA GELANGGI,JERANTUT,2025-09-01,2025,9,2,1,1,0.7738097207716959,test
KOTA GELANGGI,JERANTUT,2025-10-01,2025,10,2,1,1,0.7328831557996829,test
KOTA GELANGGI,JERANTUT,2025-11-01,2025,11,3,1,0,0.7055945947410283,test
KUALA MEDANG,LIPIS,2023-01-01,2023,1,1,0,1,0.43089322993796736,train
KUALA MEDANG,LIPIS,2023-02-01,2023,2,2,1,0,0.20568646373562516,train
KUALA MEDANG,LIPIS,2023-03-01,2023,3,1,0,0,0.2970724678645664,train
KUALA MEDANG,LIPIS,2023-04-01,2023,4,1,0,1,0.4555529036283793,train
KUALA MEDANG,LIPIS,2023-05-01,2023,5,2,1,1,0.5515695392922982,train
KUALA MEDANG,LIPIS,2023-06-01,2023,6,2,1,0,0.36489945664400586,train
KUALA MEDANG,LIPIS,2023-07-01,2023,7,1,0,0,0.27915124405187486,train
KUALA MEDANG,LIPIS,2023-08-01,2023,8,1,0,0,0.2284911737036822,train
KUALA MEDANG,LIPIS,2023-09-01,2023,9,1,0,0,0.2647096324734785,train
KUALA MEDANG,LIPIS,2023-10-01,2023,10,1,0,1,0.39654008350021236,train
KUALA MEDANG,LIPIS,2023-11-01,2023,11,2,1,0,0.23619552569793856,train
KUALA MEDANG,LIPIS,2023-12-01,2023,12,1,0,0,0.17436975619444076,train
KUALA MEDANG,LIPIS,2024-01-01,2024,1,1,0,0,0.24493985847090222,train
KUALA MEDANG,LIPIS,2024-02-01,2024,2,1,0,0,0.24496360633492092,train
KUALA MEDANG,LIPIS,2024-03-01,2024,3,1,0,1,0.49349484605395716,train
KUALA MEDANG,LIPIS,2024-04-01,2024,4,2,1,0,0.39674276281940885,train
KUALA MEDANG,LIPIS,2024-05-01,2024,5,1,0,0,0.27996087585113527,train
KUALA MEDANG,LIPIS,2024-06-01,2024,6,1,0,0,0.2776308722545823,train
KUALA MEDANG,LIPIS,2024-07-01,2024,7,1,0,0,0.36924418886016774,train
KUALA MEDANG,LIPIS,2024-08-01,2024,8,1,0,0,0.3297365097899373,train
KUALA MEDANG,LIPIS,2024-09-01,2024,9,1,0,1,0.46222930041463,train
KUALA MEDANG,LIPIS,2024-10-01,2024,10,2,1,0,0.29030898862229365,train
KUALA MEDANG,LIPIS,2024-11-01,2024,11,1,0,0,0.20220663249083018,train
KUALA MEDANG,LIPIS,2024-12-01,2024,12,1,0,0,0.23281517080542088,train
KUALA MEDANG,LIPIS,2025-01-01,2025,1,1,0,1,0.4169539451493657,train
KUALA MEDANG,LIPIS,2025-02-01,2025,2,2,1,1,0.5161987286205073,train
KUALA MEDANG,LIPIS,2025-03-01,2025,3,2,1,1,0.5745791184749732,train
KUALA MEDANG,LIPIS,2025-04-01,2025,4,2,1,1,0.5991278580462887,train
KUALA MEDANG,LIPIS,2025-05-01,2025,5,2,1,1,0.6230994978888134,train
KUALA MEDANG,LIPIS,2025-06-01,2025,6,2,1,0,0.5665411705463395,test
KUALA MEDANG,LIPIS,2025-07-01,2025,7,1,0,0,0.4542057337800243,test
KUALA MEDANG,LIPIS,2025-08-01,2025,8,1,0,0,0.4393705037701878,test
KUALA MEDANG,LIPIS,2025-09-01,2025,9,1,0,1,0.4304224933142075,test
KUALA MEDANG,LIPIS,2025-10-01,2025,10,2,1,0,0.4163770554646454,test
KUALA MEDANG,LIPIS,2025-11-01,2025,11,1,0,1,0.381931589908993,test
KUALA TAHAN,JERANTUT,2023-01-01,2023,1,1,0,0,0.10895848091412437,train
KUALA TAHAN,JERANTUT,2023-02-01,2023,2,1,0,0,0.12128136507446388,train
KUALA TAHAN,JERANTUT,2023-03-01,2023,3,1,0,0,0.10447069900651623,train
KUALA TAHAN,JERANTUT,2023-04-01,2023,4,1,0,0,0.12981941519305545,train
KUALA TAHAN,JERANTUT,2023-05-01,2023,5,1,0,0,0.1558312400032545,train
KUALA TAHAN,JERANTUT,2023-06-01,2023,6,1,0,0,0.1332344384167139,train
KUALA TAHAN,JERANTUT,2023-07-01,2023,7,1,0,0,0.12175496045729187,train
KUALA TAHAN,JERANTUT,2023-08-01,2023,8,1,0,0,0.13637524761112638,train
KUALA TAHAN,JERANTUT,2023-09-01,2023,9,1,0,0,0.10608327123229941,train
KUALA TAHAN,JERANTUT,2023-10-01,2023,10,1,0,0,0.13063893607464416,train
KUALA TAHAN,JERANTUT,2023-11-01,2023,11,1,0,1,0.2705234231406294,train
KUALA TAHAN,JERANTUT,2023-12-01,2023,12,2,1,0,0.22631839235892934,train
KUALA TAHAN,JERANTUT,2024-01-01,2024,1,1,0,0,0.14064261589402172,train
KUALA TAHAN,JERANTUT,2024-02-01,2024,2,1,0,0,0.1407357435903109,train
KUALA TAHAN,JERANTUT,2024-03-01,2024,3,1,0,0,0.13583867329585184,train
KUALA TAHAN,JERANTUT,2024-04-01,2024,4,1,0,0,0.13301620329633748,train
KUALA TAHAN,JERANTUT,2024-05-01,2024,5,1,0,0,0.12687709273799105,train
KUALA TAHAN,JERANTUT,2024-06-01,2024,6,1,0,0,0.13866322605954362,train
KUALA TAHAN,JERANTUT,2024-07-01,2024,7,1,0,1,0.2515250459554773,train
KUALA TAHAN,JERANTUT,2024-08-01,2024,8,2,1,1,0.33978112037557656,train
KUALA TAHAN,JERANTUT,2024-09-01,2024,9,2,1,0,0.1957767061821049,train
KUALA TAHAN,JERANTUT,2024-10-01,2024,10,1,0,1,0.3724537430792775,train
KUALA TAHAN,JERANTUT,2024-11-01,2024,11,2,1,1,0.3563243757343509,train
KUALA TAHAN,JERANTUT,2024-12-01,2024,12,2,1,0,0.24781476272626857,train
KUALA TAHAN,JERANTUT,2025-01-01,2025,1,1,0,0,0.1835830869594136,train
KUALA TAHAN,JERANTUT,2025-02-01,2025,2,1,0,0,0.16474682413398764,train
KUALA TAHAN,JERANTUT,2025-03-01,2025,3,1,0,0,0.17132086478640743,train
KUALA TAHAN,JERANTUT,2025-04-01,2025,4,1,0,1,0.30709913017124824,train
KUALA TAHAN,JERANTUT,2025-05-01,2025,5,2,1,0,0.2098661733505313,train
KUALA TAHAN,JERANTUT,2025-06-01,2025,6,1,0,0,0.21926337237093757,test
KUALA TAHAN,JERANTUT,2025-07-01,2025,7,1,0,0,0.14957243013971955,test
KUALA TAHAN,JERANTUT,2025-08-01,2025,8,1,0,0,0.2067237425224188,test
KUALA TAHAN,JERANTUT,2025-09-01,2025,9,1,0,0,0.19562051773872688,test
KUALA TAHAN,JERANTUT,2025-10-01,2025,10,1,0,0,0.2067457524780583,test
KUALA TAHAN,JERANTUT,2025-11-01,2025,11,1,0,1,0.19916648667535383,test
LEPAR,PEKAN,2023-01-01,2023,1,1,0,1,0.4901065967910662,train
LEPAR,PEKAN,2023-02-01,2023,2,2,1,0,0.39507698458525103,train
LEPAR,PEKAN,2023-03-01,2023,3,1,0,1,0.5033121627756727,train
LEPAR,PEKAN,2023-04-01,2023,4,2,1,1,0.6846069642651181,train
LEPAR,PEKAN,2023-05-01,2023,5,2,1,0,0.4814895072729877,train
LEPAR,PEKAN,2023-06-01,2023,6,1,0,0,0.3912291933713182,train
LEPAR,PEKAN,2023-07-01,2023,7,1,0,1,0.6049415292545004,train
LEPAR,PEKAN,2023-08-01,2023,8,2,1,1,0.6006445636591998,train
LEPAR,PEKAN,2023-09-01,2023,9,2,1,1,0.5751137084895376,train
LEPAR,PEKAN,2023-10-01,2023,10,2,1,0,0.3490192338821006,train
LEPAR,PEKAN,2023-11-01,2023,11,1,0,0,0.40931545394589613,train
LEPAR,PEKAN,2023-12-01,2023,12,1,0,1,0.5125245170013109,train
LEPAR,PEKAN,2024-01-01,2024,1,2,1,1,0.521746886879551,train
LEPAR,PEKAN,2024-02-01,2024,2,2,1,1,0.5825228278015667,train
LEPAR,PEKAN,2024-03-01,2024,3,2,1,1,0.6900055410439596,train
LEPAR,PEKAN,2024-04-01,2024,4,2,1,0,0.4497310224096639,train
LEPAR,PEKAN,2024-05-01,2024,5,1,0,1,0.5327918513140648,train
LEPAR,PEKAN,2024-06-01,2024,6,2,1,1,0.6683062766142246,train
LEPAR,PEKAN,2024-07-01,2024,7,2,1,0,0.44264184427357117,train
LEPAR,PEKAN,2024-08-01,2024,8,1,0,0,0.4188574854338657,train
LEPAR,PEKAN,2024-09-01,2024,9,1,0,1,0.6085065657350024,train
LEPAR,PEKAN,2024-10-01,2024,10,2,1,1,0.5957255268329608,train
LEPAR,PEKAN,2024-11-01,2024,11,2,1,0,0.3970782422715293,train
LEPAR,PEKAN,2024-12-01,2024,12,1,0,0,0.3887973048905289,train
LEPAR,PEKAN,2025-01-01,2025,1,1,0,0,0.4162329619044651,train
LEPAR,PEKAN,2025-02-01,2025,2,1,0,1,0.5424234548496736,train
LEPAR,PEKAN,2025-03-01,2025,3,2,1,1,0.6581733687650241,train
LEPAR,PEKAN,2025-04-01,2025,4,2,1,1,0.5340600964457026,train
LEPAR,PEKAN,2025-05-01,2025,5,2,1,0,0.39998790550425317,train
LEPAR,PEKAN,2025-06-01,2025,6,1,0,0,0.4554164397723443,test
LEPAR,PEKAN,2025-07-01,2025,7,1,0,1,0.5179385266667638,test
LEPAR,PEKAN,2025-08-01,2025,8,2,1,0,0.6147390991894784,test
LEPAR,PEKAN,2025-09-01,2025,9,1,0,1,0.5458776393375545,test
LEPAR,PEKAN,2025-10-01,2025,10,2,1,0,0.4020538474185475,test
LEPAR,PEKAN,2025-11-01,2025,11,1,0,0,0.4338094107581001,test
LEPAR HILIR,KUANTAN,2023-01-01,2023,1,1,0,1,0.3948106219054112,train
LEPAR HILIR,KUANTAN,2023-02-01,2023,2,2,1,0,0.21816892104118882,train
LEPAR HILIR,KUANTAN,2023-03-01,2023,3,1,0,1,0.3728880823558483,train
LEPAR HILIR,KUANTAN,2023-04-01,2023,4,2,1,0,0.2798774824741275,train
LEPAR HILIR,KUANTAN,2023-05-01,2023,5,1,0,0,0.2553429820774678,train
LEPAR HILIR,KUANTAN,2023-06-01,2023,6,1,0,0,0.17170037016064954,train
LEPAR HILIR,KUANTAN,2023-07-01,2023,7,1,0,0,0.23780263426408482,train
LEPAR HILIR,KUANTAN,2023-08-01,2023,8,1,0,0,0.21931985404293872,train
LEPAR HILIR,KUANTAN,2023-09-01,2023,9,1,0,0,0.3331242636614433,train
LEPAR HILIR,KUANTAN,2023-10-01,2023,10,1,0,0,0.24372011990075673,train
LEPAR HILIR,KUANTAN,2023-11-01,2023,11,1,0,0,0.22308061352696204,train
LEPAR HILIR,KUANTAN,2023-12-01,2023,12,1,0,1,0.37420050552147777,train
LEPAR HILIR,KUANTAN,2024-01-01,2024,1,2,1,0,0.1823544285003258,train
LEPAR HILIR,KUANTAN,2024-02-01,2024,2,1,0,0,0.2417058846768786,train
LEPAR HILIR,KUANTAN,2024-03-01,2024,3,1,0,1,0.4343841345651439,train
LEPAR HILIR,KUANTAN,2024-04-01,2024,4,2,1,0,0.182690618213016,train
LEPAR HILIR,KUANTAN,2024-05-01,2024,5,1,0,0,0.27942299381839286,train
LEPAR HILIR,KUANTAN,2024-06-01,2024,6,1,0,1,0.36974546353448956,train
LEPAR HILIR,KUANTAN,2024-07-01,2024,7,2,1,0,0.2109544401112405,train
LEPAR HILIR,KUANTAN,2024-08-01,2024,8,1,0,0,0.15572684283216334,train
LEPAR HILIR,KUANTAN,2024-09-01,2024,9,1,0,0,0.17181912441523356,train
LEPAR HILIR,KUANTAN,2024-10-01,2024,10,1,0,1,0.45814126409602884,train
LEPAR HILIR,KUANTAN,2024-11-01,2024,11,2,1,0,0.18734106857220012,train
LEPAR HILIR,KUANTAN,2024-12-01,2024,12,1,0,1,0.35143857947682755,train
LEPAR HILIR,KUANTAN,2025-01-01,2025,1,2,1,0,0.15466046604585953,train
LEPAR HILIR,KUANTAN,2025-02-01,2025,2,1,0,0,0.19267985913005334,train
LEPAR HILIR,KUANTAN,2025-03-01,2025,3,1,0,0,0.2642968024483018,train
LEPAR HILIR,KUANTAN,2025-04-01,2025,4,1,0,0,0.19557830520112904,train
LEPAR HILIR,KUANTAN,2025-05-01,2025,5,1,0,1,0.4589476164048481,train
LEPAR HILIR,KUANTAN,2025-06-01,2025,6,2,1,0,0.19620876555889344,test
LEPAR HILIR,KUANTAN,2025-07-01,2025,7,1,0,0,0.23750941423616978,test
LEPAR HILIR,KUANTAN,2025-08-01,2025,8,1,0,0,0.27379842807783544,test
LEPAR HILIR,KUANTAN,2025-09-01,2025,9,1,0,0,0.3412458588448503,test
LEPAR HILIR,KUANTAN,2025-10-01,2025,10,1,0,0,0.37948323961070685,test
LEPAR HILIR,KUANTAN,2025-11-01,2025,11,1,0,0,0.3118661940838082,test
LEPAR UTARA,JERANTUT,2023-01-01,2023,1,1,0,1,0.32663759048588276,train
LEPAR UTARA,JERANTUT,2023-02-01,2023,2,2,1,0,0.2298888119224168,train
LEPAR UTARA,JERANTUT,2023-03-01,2023,3,1,0,0,0.26484735816865035,train
LEPAR UTARA,JERANTUT,2023-04-01,2023,4,1,0,0,0.24427557706437272,train
LEPAR UTARA,JERANTUT,2023-05-01,2023,5,1,0,1,0.4473119357449617,train
LEPAR UTARA,JERANTUT,2023-06-01,2023,6,2,1,0,0.27494536657143903,train
LEPAR UTARA,JERANTUT,2023-07-01,2023,7,1,0,1,0.4225555699802648,train
LEPAR UTARA,JERANTUT,2023-08-01,2023,8,2,1,0,0.22696163544407263,train
LEPAR UTARA,JERANTUT,2023-09-01,2023,9,1,0,1,0.38347403230527705,train
LEPAR UTARA,JERANTUT,2023-10-01,2023,10,2,1,1,0.4452613725305603,train
LEPAR UTARA,JERANTUT,2023-11-01,2023,11,2,1,0,0.2749466877616397,train
LEPAR UTARA,JERANTUT,2023-12-01,2023,12,1,0,0,0.26420003697559,train
LEPAR UTARA,JERANTUT,2024-01-01,2024,1,1,0,1,0.3788583983476941,train
LEPAR UTARA,JERANTUT,2024-02-01,2024,2,2,1,0,0.2098873198085497,train
LEPAR UTARA,JERANTUT,2024-03-01,2024,3,1,0,0,0.2663359920541169,train
LEPAR UTARA,JERANTUT,2024-04-01,2024,4,1,0,0,0.2276177456352041,train
LEPAR UTARA,JERANTUT,2024-05-01,2024,5,1,0,0,0.2719956543709928,train
LEPAR UTARA,JERANTUT,2024-06-01,2024,6,1,0,0,0.2373553414882542,train
LEPAR UTARA,JERANTUT,2024-07-01,2024,7,1,0,0,0.24035392307434617,train
LEPAR UTARA,JERANTUT,2024-08-01,2024,8,1,0,0,0.21678260229259141,train
LEPAR UTARA,JERANTUT,2024-09-01,2024,9,1,0,0,0.2354942491555218,train
LEPAR UTARA,JERANTUT,2024-10-01,2024,10,1,0,0,0.20251946890919925,train
LEPAR UTARA,JERANTUT,2024-11-01,2024,11,1,0,0,0.2225041293234945,train
LEPAR UTARA,JERANTUT,2024-12-01,2024,12,1,0,1,0.3547560327066337,train
LEPAR UTARA,JERANTUT,2025-01-01,2025,1,2,1,0,0.2662368264541399,train
LEPAR UTARA,JERANTUT,2025-02-01,2025,2,1,0,0,0.21937510629761472,train
LEPAR UTARA,JERANTUT,2025-03-01,2025,3,1,0,1,0.35487087349602187,train
LEPAR UTARA,JERANTUT,2025-04-01,2025,4,2,1,0,0.2334284378221142,train
LEPAR UTARA,JERANTUT,2025-05-01,2025,5,1,0,0,0.31049167605732364,train
LEPAR UTARA,JERANTUT,2025-06-01,2025,6,1,0,0,0.2787382856903121,test
LEPAR UTARA,JERANTUT,2025-07-01,2025,7,1,0,0,0.3158091244676074,test
LEPAR UTARA,JERANTUT,2025-08-01,2025,8,1,0,0,0.28164110884154797,test
LEPAR UTARA,JERANTUT,2025-09-01,2025,9,1,0,1,0.3422945792795406,test
LEPAR UTARA,JERANTUT,2025-10-01,2025,10,2,1,0,0.3190416624477051,test
LEPAR UTARA,JERANTUT,2025-11-01,2025,11,1,0,0,0.2599963121413121,test
LUBUK KAWAH,TEMERLOH,2023-01-01,2023,1,1,0,0,0.02683693845284402,train
LUBUK KAWAH,TEMERLOH,2023-02-01,2023,2,1,0,0,0.030874470302275775,train
LUBUK KAWAH,TEMERLOH,2023-03-01,2023,3,1,0,0,0.043205757217831244,train
LUBUK KAWAH,TEMERLOH,2023-04-01,2023,4,1,0,0,0.02704953382278966,train
LUBUK KAWAH,TEMERLOH,2023-05-01,2023,5,1,0,0,0.02593030655095016,train
LUBUK KAWAH,TEMERLOH,2023-06-01,2023,6,1,0,0,0.057391255894702224,train
LUBUK KAWAH,TEMERLOH,2023-07-01,2023,7,1,0,0,0.017703328880762613,train
LUBUK KAWAH,TEMERLOH,2023-08-01,2023,8,1,0,0,0.052770162689483924,train
LUBUK KAWAH,TEMERLOH,2023-09-01,2023,9,1,0,0,0.04037978660371547,train
LUBUK KAWAH,TEMERLOH,2023-10-01,2023,10,0,0,0,0.020429102924341174,train
LUBUK KAWAH,TEMERLOH,2023-11-01,2023,11,1,0,0,0.015847910846033902,train
LUBUK KAWAH,TEMERLOH,2023-12-01,2023,12,1,0,0,0.02481151956451612,train
LUBUK KAWAH,TEMERLOH,2024-01-01,2024,1,1,0,0,0.018776954535891496,train
LUBUK KAWAH,TEMERLOH,2024-02-01,2024,2,1,0,0,0.03412515488318084,train
LUBUK KAWAH,TEMERLOH,2024-03-01,2024,3,1,0,0,0.025163609508885475,train
LUBUK KAWAH,TEMERLOH,2024-04-01,2024,4,1,0,0,0.04506703122327431,train
LUBUK KAWAH,TEMERLOH,2024-05-01,2024,5,1,0,0,0.018574569161118347,train
LUBUK KAWAH,TEMERLOH,2024-06-01,2024,6,1,0,0,0.05013360420623578,train
LUBUK KAWAH,TEMERLOH,2024-07-01,2024,7,1,0,0,0.02391437705199048,train
LUBUK KAWAH,TEMERLOH,2024-08-01,2024,8,1,0,0,0.059138319913215415,train
LUBUK KAWAH,TEMERLOH,2024-09-01,2024,9,1,0,0,0.046086589832213226,train
LUBUK KAWAH,TEMERLOH,2024-10-01,2024,10,1,0,0,0.03707422650309211,train
LUBUK KAWAH,TEMERLOH,2024-11-01,2024,11,1,0,1,0.10849148608212891,train
LUBUK KAWAH,TEMERLOH,2024-12-01,2024,12,2,1,0,0.10007398061705082,train
LUBUK KAWAH,TEMERLOH,2025-01-01,2025,1,1,0,0,0.04379895261852464,train
LUBUK KAWAH,TEMERLOH,2025-02-01,2025,2,1,0,0,0.057585390962533844,train
LUBUK KAWAH,TEMERLOH,2025-03-01,2025,3,1,0,0,0.036795893613474434,train
LUBUK KAWAH,TEMERLOH,2025-04-01,2025,4,1,0,0,0.04385051378360201,train
LUBUK KAWAH,TEMERLOH,2025-05-01,2025,5,1,0,0,0.03551209984984801,train
LUBUK KAWAH,TEMERLOH,2025-06-01,2025,6,1,0,0,0.03283845043228707,test
LUBUK KAWAH,TEMERLOH,2025-07-01,2025,7,1,0,0,0.027022682735781726,test
LUBUK KAWAH,TEMERLOH,2025-08-01,2025,8,1,0,0,0.02948108780502861,test
LUBUK KAWAH,TEMERLOH,2025-09-01,2025,9,1,0,0,0.021243887925463514,test
LUBUK KAWAH,TEMERLOH,2025-10-01,2025,10,1,0,0,0.017883638680291154,test
LUBUK KAWAH,TEMERLOH,2025-11-01,2025,11,1,0,0,0.027748864547699342,test
LURAH BILUT,BENTONG,2023-01-01,2023,1,2,1,0,0.19409864885182093,train
LURAH BILUT,BENTONG,2023-02-01,2023,2,1,0,0,0.1286500584109564,train
LURAH BILUT,BENTONG,2023-03-01,2023,3,1,0,0,0.23536188343963257,train
LURAH BILUT,BENTONG,2023-04-01,2023,4,1,0,1,0.3516619377742443,train
LURAH BILUT,BENTONG,2023-05-01,2023,5,2,1,0,0.27549080788517455,train
LURAH BILUT,BENTONG,2023-06-01,2023,6,1,0,1,0.3731717367888902,train
LURAH BILUT,BENTONG,2023-07-01,2023,7,2,1,0,0.17479028381334974,train
LURAH BILUT,BENTONG,2023-08-01,2023,8,1,0,0,0.24505556189234828,train
LURAH BILUT,BENTONG,2023-09-01,2023,9,1,0,0,0.16396068780479464,train
LURAH BILUT,BENTONG,2023-10-01,2023,10,1,0,0,0.16299715817593108,train
LURAH BILUT,BENTONG,2023-11-01,2023,11,1,0,0,0.21301814385419732,train
LURAH BILUT,BENTONG,2023-12-01,2023,12,1,0,0,0.2369096978410625,train
LURAH BILUT,BENTONG,2024-01-01,2024,1,1,0,0,0.18431948334820028,train
LURAH BILUT,BENTONG,2024-02-01,2024,2,1,0,0,0.17681090451837408,train
LURAH BILUT,BENTONG,2024-03-01,2024,3,1,0,0,0.20324069948755927,train
LURAH BILUT,BENTONG,2024-04-01,2024,4,1,0,1,0.3987990892983333,train
LURAH BILUT,BENTONG,2024-05-01,2024,5,2,1,1,0.43360016068398516,train
LURAH BILUT,BENTONG,2024-06-01,2024,6,2,1,0,0.3262550549967341,train
LURAH BILUT,BENTONG,2024-07-01,2024,7,1,0,1,0.3930271213328328,train
LURAH BILUT,BENTONG,2024-08-01,2024,8,2,1,0,0.2464959878395225,train
LURAH BILUT,BENTONG,2024-09-01,2024,9,1,0,0,0.19408286589954962,train
LURAH BILUT,BENTONG,2024-10-01,2024,10,1,0,0,0.17147033686090768,train
LURAH BILUT,BENTONG,2024-11-01,2024,11,1,0,0,0.15647258618188542,train
LURAH BILUT,BENTONG,2024-12-01,2024,12,1,0,0,0.18443675499025747,train
LURAH BILUT,BENTONG,2025-01-01,2025,1,1,0,0,0.21314830545345184,train
LURAH BILUT,BENTONG,2025-02-01,2025,2,1,0,1,0.254248338129724,train
LURAH BILUT,BENTONG,2025-03-01,2025,3,2,1,0,0.254241671319784,train
LURAH BILUT,BENTONG,2025-04-01,2025,4,1,0,0,0.22711858236585558,train
LURAH BILUT,BENTONG,2025-05-01,2025,5,1,0,0,0.23194350866796679,train
LURAH BILUT,BENTONG,2025-06-01,2025,6,1,0,0,0.2050044945894653,test
LURAH BILUT,BENTONG,2025-07-01,2025,7,1,0,1,0.27670627217395494,test
LURAH BILUT,BENTONG,2025-08-01,2025,8,2,1,0,0.36937558108590934,test
LURAH BILUT,BENTONG,2025-09-01,2025,9,1,0,0,0.24712603723905258,test
LURAH BILUT,BENTONG,2025-10-01,2025,10,1,0,1,0.21334238496842683,test
LURAH BILUT,BENTONG,2025-11-01,2025,11,2,1,0,0.28446199773337566,test
MELA,LIPIS,2023-01-01,2023,1,1,0,1,0.6234324214533066,train
MELA,LIPIS,2023-02-01,2023,2,2,1,0,0.40258946455153344,train
MELA,LIPIS,2023-03-01,2023,3,1,0,0,0.4023585076621304,train
MELA,LIPIS,2023-04-01,2023,4,1,0,0,0.45834127657790147,train
MELA,LIPIS,2023-05-01,2023,5,1,0,1,0.6893700407130122,train
MELA,LIPIS,2023-06-01,2023,6,2,1,0,0.5054812250133423,train
MELA,LIPIS,2023-07-01,2023,7,1,0,0,0.5775067988989526,train
MELA,LIPIS,2023-08-01,2023,8,1,0,1,0.7014162969407337,train
MELA,LIPIS,2023-09-01,2023,9,2,1,1,0.6473562978467967,train
MELA,LIPIS,2023-10-01,2023,10,2,1,1,0.7022669614845598,train
MELA,LIPIS,2023-11-01,2023,11,2,1,0,0.4460544869894855,train
MELA,LIPIS,2023-12-01,2023,12,1,0,1,0.5349438334832761,train
MELA,LIPIS,2024-01-01,2024,1,2,1,0,0.36110504701317436,train
MELA,LIPIS,2024-02-01,2024,2,1,0,1,0.5472467467617707,train
MELA,LIPIS,2024-03-01,2024,3,2,1,1,0.6934100301764333,train
MELA,LIPIS,2024-04-01,2024,4,2,1,0,0.3541903977397402,train
MELA,LIPIS,2024-05-01,2024,5,1,0,1,0.6452859102277312,train
MELA,LIPIS,2024-06-01,2024,6,2,1,1,0.6536177615940028,train
MELA,LIPIS,2024-07-01,2024,7,2,1,0,0.4476725195896426,train
MELA,LIPIS,2024-08-01,2024,8,1,0,0,0.5072538609017205,train
MELA,LIPIS,2024-09-01,2024,9,1,0,1,0.6440796522452854,train
MELA,LIPIS,2024-10-01,2024,10,2,1,1,0.620068161733037,train
MELA,LIPIS,2024-11-01,2024,11,2,1,1,0.6172097790260808,train
MELA,LIPIS,2024-12-01,2024,12,2,1,0,0.3974920934055066,train
MELA,LIPIS,2025-01-01,2025,1,1,0,0,0.3288429497405626,train
MELA,LIPIS,2025-02-01,2025,2,1,0,0,0.44003091787948606,train
MELA,LIPIS,2025-03-01,2025,3,1,0,1,0.6111832885912737,train
MELA,LIPIS,2025-04-01,2025,4,2,1,0,0.4525000677305346,train
MELA,LIPIS,2025-05-01,2025,5,1,0,0,0.49373954758567107,train
